run_date,bar_ts_ms,event,symbol,detail,close,funding,entry_price,stop,risk_amount,equity,gross_r,pnl_usdt,dd_pct,arbitrator_reject_reason
2026-07-10,1783627200000,EXIT,ALCHUSDT,"reason=stop_hit  bars=5  R=-1.000  pnl=$-26.60  equity=$10,106.89",,,,,,10106.89,-1.0,-26.6004,-0.2625,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ARBUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ARCUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,ARPAUSDT,cross_down ema20<ema30  close=0.00841  ema200=0.00909288  funding=0.0100%  stop=0.00897429,0.00841,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,ARPAUSDT,"price=0.00841  stop=0.00897428  risk=$26.53  funding=0.0100%  equity=$10,106.89",,,0.00841,0.00897428,26.5306,10106.89,,,,
2026-07-10,1783627200000,EXIT,ARPAUSDT,"reason=time_exit_35bars  bars=35  R=1.134  pnl=$30.09  equity=$10,136.98",,,,,,10136.98,1.134189,30.0907,0.0,
2026-07-10,1783627200000,SIGNAL,ARUSDT,cross_down ema20<ema30  close=1.902  ema200=2.0751  funding=0.0100%  stop=2.032,1.902,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,ARUSDT,"price=1.901  stop=2.031  risk=$26.61  funding=0.0100%  equity=$10,136.98",,,1.901,2.031,26.6096,10136.98,,,,
2026-07-10,1783627200000,EXIT,ARUSDT,"reason=stop_hit  bars=1  R=-1.000  pnl=$-26.61  equity=$10,110.37",,,,,,10110.37,-1.0,-26.6096,-0.2625,
2026-07-10,1783627200000,SIGNAL,ARUSDT,cross_down ema20<ema30  close=1.975  ema200=2.07288  funding=0.0100%  stop=2.11771,1.975,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ARUSDT,arbitrator: lower_priority_bear,,,,,,,,,,lower_priority_bear
2026-07-10,1783627200000,SIGNAL,ARUSDT,cross_down ema20<ema30  close=1.956  ema200=2.00429  funding=0.0100%  stop=2.058,1.956,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ARUSDT,arbitrator: lower_priority_bear,,,,,,,,,,lower_priority_bear
2026-07-10,1783627200000,SIGNAL,ASTRUSDT,cross_down ema20<ema30  close=0.005764  ema200=0.00673748  funding=0.0100%  stop=0.00603657,0.005764,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,ASTRUSDT,"price=0.005764  stop=0.00603658  risk=$26.54  funding=0.0100%  equity=$10,110.37",,,0.005764,0.00603658,26.5397,10110.37,,,,
2026-07-10,1783627200000,EXIT,ASTRUSDT,"reason=stop_hit  bars=4  R=-1.000  pnl=$-26.54  equity=$10,083.83",,,,,,10083.83,-1.0,-26.5397,-0.5243,
2026-07-10,1783627200000,SIGNAL,AVAAIUSDT,cross_down ema20<ema30  close=0.005039  ema200=0.00609379  funding=0.0168%  stop=0.00527229,0.005039,0.00016839,,,,,,,,
2026-07-10,1783627200000,ENTRY,AVAAIUSDT,"price=0.005031  stop=0.00526428  risk=$26.47  funding=0.0168%  equity=$10,083.83",,,0.005031,0.00526428,26.4701,10083.83,,,,
2026-07-10,1783627200000,EXIT,AVAAIUSDT,"reason=stop_hit  bars=1  R=-1.000  pnl=$-26.47  equity=$10,057.36",,,,,,10057.36,-1.0,-26.4701,-0.7854,
2026-07-10,1783627200000,SIGNAL_SKIPPED,AVAXUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,BANDUSDT,cross_down ema20<ema30  close=0.1658  ema200=0.187195  funding=0.0100%  stop=0.173586,0.1658,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,BANDUSDT,"price=0.1657  stop=0.173486  risk=$26.40  funding=0.0100%  equity=$10,057.36",,,0.1657,0.17348572,26.4006,10057.36,,,,
2026-07-10,1783627200000,EXIT,BANDUSDT,"reason=time_exit_35bars  bars=35  R=1.721  pnl=$45.44  equity=$10,102.80",,,,,,10102.8,1.7211,45.4381,-0.3372,
2026-07-10,1783627200000,SIGNAL,BATUSDT,cross_down ema20<ema30  close=0.0877  ema200=0.0964488  funding=0.0100%  stop=0.0923429,0.0877,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,BATUSDT,"price=0.0877  stop=0.0923429  risk=$26.52  funding=0.0100%  equity=$10,102.80",,,0.0877,0.09234286,26.5199,10102.8,,,,
2026-07-10,1783627200000,EXIT,BATUSDT,"reason=stop_hit  bars=21  R=-1.000  pnl=$-26.52  equity=$10,076.28",,,,,,10076.28,-1.0,-26.5199,-0.5988,
2026-07-10,1783627200000,SIGNAL,BATUSDT,cross_down ema20<ema30  close=0.0842  ema200=0.0883274  funding=0.0100%  stop=0.0871714,0.0842,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,BATUSDT,arbitrator: lower_priority_bear,,,,,,,,,,lower_priority_bear
2026-07-10,1783627200000,SIGNAL_SKIPPED,BCHUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,BNTUSDT,cross_down ema20<ema30  close=0.2635  ema200=0.295141  funding=0.0100%  stop=0.275214,0.2635,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,BNTUSDT,"price=0.2636  stop=0.275314  risk=$26.45  funding=0.0100%  equity=$10,076.28",,,0.2636,0.27531428,26.4502,10076.28,,,,
2026-07-10,1783627200000,EXIT,BNTUSDT,"reason=time_exit_35bars  bars=35  R=0.743  pnl=$19.64  equity=$10,095.93",,,,,,10095.93,0.742683,19.6441,-0.405,
2026-07-10,1783627200000,SIGNAL_SKIPPED,BTCDOMUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,BTCUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,C98USDT,cross_down ema20<ema30  close=0.01412  ema200=0.0163337  funding=0.0100%  stop=0.0149071,0.01412,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,C98USDT,"price=0.01412  stop=0.0149071  risk=$26.50  funding=0.0100%  equity=$10,095.93",,,0.01412,0.01490714,26.5018,10095.93,,,,
2026-07-10,1783627200000,EXIT,C98USDT,"reason=time_exit_35bars  bars=35  R=1.969  pnl=$52.19  equity=$10,148.11",,,,,,10148.11,1.969154,52.1861,0.0,
2026-07-10,1783627200000,SIGNAL,C98USDT,cross_down ema20<ema30  close=0.01268  ema200=0.0142719  funding=0.0100%  stop=0.0132286,0.01268,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,C98USDT,arbitrator: lower_priority_bear,,,,,,,,,,lower_priority_bear
2026-07-10,1783627200000,SIGNAL,CELOUSDT,cross_down ema20<ema30  close=0.0601  ema200=0.0715264  funding=0.0100%  stop=0.0621586,0.0601,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,CELOUSDT,"price=0.06005  stop=0.0621086  risk=$26.64  funding=0.0100%  equity=$10,148.11",,,0.06005,0.06210858,26.6388,10148.11,,,,
2026-07-10,1783627200000,EXIT,CELOUSDT,"reason=stop_hit  bars=1  R=-1.000  pnl=$-26.64  equity=$10,121.47",,,,,,10121.47,-1.0,-26.6388,-0.2625,
2026-07-10,1783627200000,SIGNAL,CELOUSDT,cross_down ema20<ema30  close=0.0605  ema200=0.0677422  funding=0.0100%  stop=0.0654943,0.0605,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,CELOUSDT,arbitrator: lower_priority_bear,,,,,,,,,,lower_priority_bear
2026-07-10,1783627200000,SIGNAL,CELRUSDT,cross_down ema20<ema30  close=0.001881  ema200=0.0020852  funding=0.0100%  stop=0.00195643,0.001881,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,CELRUSDT,"price=0.00188  stop=0.00195542  risk=$26.57  funding=0.0100%  equity=$10,121.47",,,0.00188,0.00195542,26.5689,10121.47,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,CFXUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,CHRUSDT,cross_down ema20<ema30  close=0.01553  ema200=0.0184321  funding=0.0100%  stop=0.01639,0.01553,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,CHRUSDT,"price=0.01553  stop=0.01639  risk=$26.57  funding=0.0100%  equity=$10,121.47",,,0.01553,0.01639,26.5689,10121.47,,,,
2026-07-10,1783627200000,EXIT,CHRUSDT,"reason=stop_hit  bars=15  R=-1.000  pnl=$-26.57  equity=$10,094.90",,,,,,10094.9,-1.0,-26.5689,-0.5243,
2026-07-10,1783627200000,SIGNAL_SKIPPED,CHZUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,CKBUSDT,cross_down ema20<ema30  close=0.001058  ema200=0.00123233  funding=0.0100%  stop=0.00113529,0.001058,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,CKBUSDT,"price=0.001058  stop=0.00113528  risk=$26.50  funding=0.0100%  equity=$10,094.90",,,0.001058,0.00113528,26.4991,10094.9,,,,
2026-07-10,1783627200000,EXIT,CKBUSDT,"reason=time_exit_35bars  bars=35  R=1.359  pnl=$36.00  equity=$10,130.91",,,,,,10130.91,1.358696,36.0042,-0.1695,
2026-07-10,1783627200000,SIGNAL,CKBUSDT,cross_down ema20<ema30  close=0.00093  ema200=0.00104161  funding=0.0100%  stop=0.00096914,0.00093,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,CKBUSDT,arbitrator: lower_priority_bear,,,,,,,,,,lower_priority_bear
2026-07-10,1783627200000,SIGNAL_SKIPPED,COOKIEUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,COTIUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,CTSIUSDT,cross_down ema20<ema30  close=0.0231  ema200=0.0268501  funding=0.0100%  stop=0.0241729,0.0231,0.0001,,,,,,,,
2026-07-10,1783627200000,ENTRY,CTSIUSDT,"price=0.02308  stop=0.0241529  risk=$26.59  funding=0.0100%  equity=$10,130.91",,,0.02308,0.02415286,26.5936,10130.91,,,,
2026-07-10,1783627200000,EXIT,CTSIUSDT,"reason=stop_hit  bars=3  R=-1.000  pnl=$-26.59  equity=$10,104.32",,,,,,10104.32,-1.0,-26.5936,-0.4316,
2026-07-10,1783627200000,SIGNAL_SKIPPED,DEXEUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,DOGEUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,DOTUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,DUSKUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,EDUUSDT,cross_down ema20<ema30  close=0.02809  ema200=0.0348775  funding=0.0100%  stop=0.0309729,0.02809,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,EDUUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,EDUUSDT,cross_down ema20<ema30  close=0.02948  ema200=0.0329125  funding=0.0100%  stop=0.0311871,0.02948,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,EDUUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,EDUUSDT,cross_down ema20<ema30  close=0.02966  ema200=0.0327964  funding=0.0100%  stop=0.0312157,0.02966,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,EDUUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,EDUUSDT,cross_down ema20<ema30  close=0.02913  ema200=0.0322262  funding=0.0100%  stop=0.0311257,0.02913,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,EDUUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,ENSUSDT,cross_down ema20<ema30  close=4.231  ema200=4.68296  funding=0.0100%  stop=4.40443,4.231,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ENSUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,ETHUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,FETUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,FILUSDT,cross_down ema20<ema30  close=0.767  ema200=0.856382  funding=0.0100%  stop=0.819571,0.767,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,FILUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,GALAUSDT,cross_down ema20<ema30  close=0.002255  ema200=0.00255978  funding=0.0100%  stop=0.00238929,0.002255,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,GALAUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,GRTUSDT,cross_down ema20<ema30  close=0.01815  ema200=0.0196989  funding=0.0100%  stop=0.0189543,0.01815,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,GRTUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,GTCUSDT,cross_down ema20<ema30  close=0.07414  ema200=0.0867889  funding=0.0100%  stop=0.07938,0.07414,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,GTCUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,GTCUSDT,cross_down ema20<ema30  close=0.07084  ema200=0.077012  funding=0.0100%  stop=0.0740557,0.07084,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,GTCUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,HFTUSDT,cross_down ema20<ema30  close=0.01005  ema200=0.0117721  funding=0.0100%  stop=0.0107043,0.01005,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,HFTUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,HFTUSDT,cross_down ema20<ema30  close=0.00956  ema200=0.0114129  funding=0.0100%  stop=0.0102029,0.00956,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,HFTUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,HFTUSDT,cross_down ema20<ema30  close=0.00887  ema200=0.00979563  funding=0.0100%  stop=0.00951429,0.00887,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,HFTUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,HOTUSDT,cross_down ema20<ema30  close=0.0002969  ema200=0.00032575  funding=0.0100%  stop=0.00032184,0.0002969,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,HOTUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,INJUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,IOSTUSDT,cross_down ema20<ema30  close=0.000803  ema200=0.00092023  funding=0.0100%  stop=0.00084029,0.000803,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,IOSTUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,IOSTUSDT,cross_down ema20<ema30  close=0.000709  ema200=0.00079003  funding=0.0100%  stop=0.00073743,0.000709,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,IOSTUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,IOTAUSDT,cross_down ema20<ema30  close=0.03688  ema200=0.043373  funding=0.0100%  stop=0.0386414,0.03688,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,IOTAUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,IOTXUSDT,cross_down ema20<ema30  close=0.002576  ema200=0.00318688  funding=0.0100%  stop=0.002778,0.002576,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,IOTXUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,JASMYUSDT,cross_down ema20<ema30  close=0.004392  ema200=0.00473176  funding=0.0100%  stop=0.00461543,0.004392,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,JASMYUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,JTOUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,KNCUSDT,cross_down ema20<ema30  close=0.1154  ema200=0.130301  funding=0.0100%  stop=0.120671,0.1154,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,KNCUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,KNCUSDT,cross_down ema20<ema30  close=0.1084  ema200=0.117247  funding=0.0100%  stop=0.112314,0.1084,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,KNCUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,LQTYUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,MAVUSDT,cross_down ema20<ema30  close=0.00959  ema200=0.0104889  funding=0.0100%  stop=0.00994,0.00959,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,MAVUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,MINAUSDT,cross_down ema20<ema30  close=0.04081  ema200=0.0492621  funding=0.0100%  stop=0.0436086,0.04081,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,MINAUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,MTLUSDT,cross_down ema20<ema30  close=0.2484  ema200=0.270058  funding=0.0100%  stop=0.258057,0.2484,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,MTLUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,MTLUSDT,cross_down ema20<ema30  close=0.2293  ema200=0.244762  funding=0.0100%  stop=0.235486,0.2293,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,MTLUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,NEARUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,ONEUSDT,cross_down ema20<ema30  close=0.001487  ema200=0.00174789  funding=0.0100%  stop=0.00157471,0.001487,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ONEUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,ONEUSDT,cross_down ema20<ema30  close=0.001228  ema200=0.00142502  funding=0.0100%  stop=0.001288,0.001228,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ONEUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,PIPPINUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,QTUMUSDT,cross_down ema20<ema30  close=0.719  ema200=0.792063  funding=0.0100%  stop=0.751857,0.719,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,QTUMUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,QTUMUSDT,cross_down ema20<ema30  close=0.686  ema200=0.744671  funding=0.0100%  stop=0.716429,0.686,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,QTUMUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,QTUMUSDT,cross_down ema20<ema30  close=0.679  ema200=0.743469  funding=0.0100%  stop=0.710286,0.679,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,QTUMUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
